Brand,Model,Price,processor_brand,processor_tier,num_cores,num_threads,RAM,primary_storage_type,Storage,gpu_brand,gpu_type,display_size,OS
lenovo,Lenovo Thinkpad P16s 21BTS02000 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 4GB Graph),146271,intel,core i7,12,16,16,SSD,1024,nvidia,dedicated,16,windows
hp,HP 247 G8 Laptop (AMD Ryzen 3 3500U/ 8GB/ 512GB SSD/Win11),32890,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,14,windows
lenovo,Lenovo ThinkBook 14 20VDA0V1IH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),43500,intel,core i3,2,4,8,SSD,512,intel,integrated,14,dos
asus,Asus Vivobook 14 OLED 2023 M1405YA-KM541WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),61900,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
hp,HP Chromebook x360 13b-ca0006MU Laptop (MediaTek Kompanio 1200/ 8GB/ 256 GB SSD/ Chrome OS),39551,other,other,8,0,8,SSD,256,arm,integrated,13.3,chrome
hp,HP Chromebook 15a-na0012TU Laptop (Intel Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),20990,intel,celeron,2,2,4,HDD,128,intel,integrated,15.6,chrome
lenovo,Lenovo V14 82KAA08BIH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Dos),30990,intel,core i3,2,4,8,SSD,512,intel,integrated,14,dos
hp,HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),26999,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo V15 G3 82TTA01EIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),32200,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,dos
asus,Asus ROG Zephyrus M16 2023 GU604VZ-NM050WS Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 / 12GB Graph),249990,intel,core i9,14,20,32,SSD,1024,nvidia,dedicated,16,windows
asus,Asus Vivobook Go 14 2023 E1404FA-NK522WS Laptop (Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11),44970,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,14,windows
asus,Asus Vivobook Go 14 2023 E1404FA-NK542WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11),45690,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,14,windows
lenovo,Lenovo Thinkbook 15 21DJA0D9IH Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),59990,intel,core i5,10,12,16,SSD,1024,intel,integrated,15.6,windows
msi,MSI Modern 14 C7M-063IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),41990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,14,windows
hp,HP 247 G8 796Z3PA Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ DOS),30999,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,14,dos
acer,Acer Nitro 5 AN515-58 UN.QFHSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),76499,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Modern 14 C12M-440IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),37990,intel,core i5,10,12,8,SSD,512,intel,integrated,14,windows
msi,MSI Modern 14 C12M-439IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),47490,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
msi,MSI Prestige 13 Evo A13M-063IN Laptop(13th Gen Core i7/ 16 GB/ 1TB SSD/Win11 Home),92990,intel,core i7,12,16,16,SSD,1024,intel,integrated,13.3,windows
msi,MSI Sword 15 A12UDX-468IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),82990,intel,core i5,8,12,16,SSD,1024,nvidia,dedicated,15.6,windows
acer,Acer Aspire 3 A315-24P NX.KDESI.003 Laptop (Ryzen 3 7520U/ 8GB/ 512GB SSD/ Win11 Home),29990,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook Go 14 2023 E1404FA-NK322WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),32190,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,14,windows
asus,Asus Vivobook Pro 15 M6500QC-HN742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68990,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
lg,LG Gram 16T90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),118499,intel,core i7,12,16,16,SSD,512,intel,integrated,16,windows
msi,MSI Prestige 14 Evo B13M-279IN Laptop(13th Gen Core i7/ 16 GB/ 1TB SSD/Win11 Home),87391,intel,core i7,14,20,16,SSD,1024,intel,integrated,14,windows
acer,Acer Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),68999,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Modern 15 B13M-289IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),50591,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
msi,MSI Modern 14 C13M-435IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),60990,intel,core i7,10,12,16,SSD,512,intel,integrated,14,windows
asus,Asus ROG Strix SCAR 16 2023 G634JZ-N4062WS Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),279990,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,16,windows
msi,MSI Modern 14 C13M-436IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),53990,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
msi,MSI Modern 14 C13M-437IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),40990,intel,core i5,10,12,8,SSD,512,intel,integrated,14,windows
hp,HP Spectre x360 14-ef0075TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),154999,intel,core i7,10,12,16,SSD,1024,intel,integrated,13.5,windows
asus,Asus Vivobook Flip 14 2023 TN3402YAB-LZ522WS Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),54990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,14,windows
msi,MSI Katana 15 B13VFK-296IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),119990,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,15.6,windows
asus,Asus Zenbook 14 OLED 2023 UM3402YA-KM551WS Laptop (Ryzen 5 7530U / 16GB/ 1TB SSD/ Win11 Home),77990,amd,ryzen 5,6,12,16,SSD,1024,amd,integrated,14,windows
asus,Asus Vivobook 16 2023 M1605YA-MB551WS Laptop (Ryzen 5 7530U / 16GB/ 1TB SSD/ Win11 Home),66990,amd,ryzen 5,6,12,16,SSD,1024,amd,integrated,16,windows
asus,Asus Vivobook 16 2023 M1605YA-MB541WS Laptop (Ryzen 5 7530U / 16GB/ 512GB SSD/ Win11 Home),59990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,16,windows
acer,Acer Nitro 5 AN515-47 NH.QL3SI.003 Gaming Laptop (AMD Ryzen 7 7735HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),75500,amd,ryzen 7,8,16,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook Pro 15 M6500QC-HN542WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65990,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Thin GF63 12VE-070IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),91990,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook Go 15 2023 E1504FA-NJ522WS Laptop (Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),44990,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Zenbook 14 2023 UM3402YA-KP541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),67990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
hp,HP Chromebook 15a-na0008TU Laptop (Intel Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),20990,intel,celeron,2,2,4,HDD,128,intel,integrated,15.6,chrome
